"seqnames","start","end","width","strand","num_vars"
"chr1",55061275,55061424,150,"*",8
"chr1",55064181,55064373,193,"*",2
"chr1",55067497,55067598,102,"*",0
"chr1",55071636,55072701,1066,"*",19
"chr1",55077835,55078440,606,"*",8
"chr1",55078529,55078707,179,"*",2
"chr1",55079056,55079230,175,"*",1
"chr1",55080102,55080347,246,"*",1
"chr1",55081073,55081172,100,"*",2
"chr1",55081660,55081828,169,"*",2
"chr1",55082058,55082151,94,"*",1
"chr1",55083067,55083162,96,"*",0
"chr1",55083725,55083807,83,"*",1
"chr1",55084533,55084785,253,"*",2
"chr1",55086766,55086941,176,"*",3
"chr1",55087779,55088412,634,"*",1
"chr1",55089051,55089915,865,"*",10
"chr1",55090713,55090802,90,"*",1
"chr1",55091070,55091307,238,"*",1
"chr1",55127297,55128287,991,"*",7
"chr1",55131231,55131625,395,"*",2
"chr1",55136677,55136739,63,"*",0
"chr1",55145124,55145383,260,"*",0
"chr1",55148319,55148361,43,"*",0
"chr1",55148548,55148634,87,"*",0
"chr1",55150146,55151082,937,"*",11
"chr1",55152675,55154899,2225,"*",12
"chr1",55160740,55161053,314,"*",5
"chr1",55170159,55172082,1924,"*",22
"chr1",55184950,55185028,79,"*",0
"chr1",55194244,55194347,104,"*",0
"chr1",55195516,55195637,122,"*",1
"chr1",55201345,55201422,78,"*",0
"chr1",55201651,55202214,564,"*",3
"chr1",55203945,55204392,448,"*",5
"chr1",55206336,55206615,280,"*",5
"chr1",55211150,55211261,112,"*",0
"chr1",55214120,55214303,184,"*",1
"chr1",55223942,55225255,1314,"*",14
"chr1",55226121,55226782,662,"*",8
"chr1",55228496,55228692,197,"*",1
"chr1",55234377,55235622,1246,"*",11
"chr1",55237177,55240058,2882,"*",14
"chr1",55248658,55248964,307,"*",3
"chr1",55268856,55270665,1810,"*",18
"chr1",55300069,55300185,117,"*",0
"chr1",55304498,55304626,129,"*",0
"chr1",55305676,55305723,48,"*",0
"chr1",55323650,55323721,72,"*",0
"chr1",55335367,55335883,517,"*",8
"chr1",55340473,55340600,128,"*",0
"chr1",55346257,55346452,196,"*",0
"chr1",55348881,55348935,55,"*",0
"chr1",55355648,55355739,92,"*",0
"chr1",55360616,55360759,144,"*",0
"chr1",55362482,55362726,245,"*",1
"chr1",55363299,55363469,171,"*",0
"chr1",55406388,55406630,243,"*",0
"chr1",55443733,55444042,310,"*",1
"chr1",55444532,55445064,533,"*",0
"chr1",55695745,55698219,2475,"*",12
"chr1",55701930,55702133,204,"*",0
"chr1",55713421,55713496,76,"*",0
"chr1",55715494,55715603,110,"*",1
"chr1",55751281,55751802,522,"*",4
"chr1",56636053,56637451,1399,"*",9
"chr1",56793986,56797244,3259,"*",20
"chr1",56831439,56831636,198,"*",1
"chr1",56845576,56845731,156,"*",1
"chr1",56850171,56850383,213,"*",3
"chr1",56871312,56871784,473,"*",0
"chr1",56891163,56891265,103,"*",0
"chr1",56897946,56898069,124,"*",1
"chr1",56898991,56899117,127,"*",1
"chr1",56948079,56948255,177,"*",0
"chr1",56969632,56969880,249,"*",1
"chr1",56971112,56972502,1391,"*",6
"chr1",56974239,56975197,959,"*",4
"chr1",56978421,56978650,230,"*",1
"chr1",56999155,56999275,121,"*",0
"chr1",57359222,57360663,1442,"*",20
"chr1",57362566,57362763,198,"*",1
"chr1",57375248,57375519,272,"*",8
"chr1",57377405,57377504,100,"*",1
"chr1",57377620,57377946,327,"*",2
"chr1",57382743,57385423,2681,"*",27
"chr1",57388237,57388752,516,"*",7
"chr1",57390642,57390771,130,"*",0
"chr1",57391429,57391740,312,"*",2
"chr1",57393321,57394091,771,"*",9
"chr1",57396727,57396796,70,"*",0
"chr1",57401369,57401523,155,"*",1
"chr1",57406328,57407222,895,"*",7
"chr1",57409912,57409983,72,"*",0
"chr1",57411723,57411849,127,"*",0
"chr1",57413240,57413387,148,"*",0
"chr1",57415656,57417953,2298,"*",22
"chr1",57422244,57422373,130,"*",4
"chr1",57467870,57468026,157,"*",3
"chr1",57774162,57774563,402,"*",4
"chr1",57774600,57774801,202,"*",1
"chr1",57774861,57775024,164,"*",1
"chr1",57799305,57800438,1134,"*",14
"chr1",57832053,57832306,254,"*",2
"chr1",57845571,57845683,113,"*",1
"chr1",57855464,57857541,2078,"*",43
"chr1",57879508,57879723,216,"*",1
"chr1",57882706,57882755,50,"*",0
"chr1",57885703,57885949,247,"*",0
"chr1",57900634,57900840,207,"*",0
"chr1",57902071,57902224,154,"*",0
"chr1",57909835,57909950,116,"*",7
"chr1",57916836,57917111,276,"*",1
"chr1",57923366,57923424,59,"*",0
"chr1",57937912,57938021,110,"*",0
"chr1",57940373,57940475,103,"*",0
"chr1",57943021,57943241,221,"*",3
"chr1",57946068,57948394,2327,"*",19
"chr1",57955101,57956820,1720,"*",13
"chr1",57959143,57959245,103,"*",1
"chr1",57960054,57962102,2049,"*",27
"chr1",57963068,57963447,380,"*",3
"chr1",57963566,57967723,4158,"*",56
"chr1",57969407,57969524,118,"*",4
"chr1",57970021,57970128,108,"*",1
"chr1",57995971,57996312,342,"*",6
"chr1",57998096,57998221,126,"*",0
"chr1",57999964,58000139,176,"*",3
"chr1",58001218,58001295,78,"*",0
"chr1",58002867,58002979,113,"*",1
"chr1",58012992,58012994,3,"*",0
"chr1",58013507,58013742,236,"*",2
"chr1",58015359,58018956,3598,"*",43
"chr1",58019589,58019742,154,"*",3
"chr1",58024784,58025899,1116,"*",17
"chr1",58029931,58030058,128,"*",0
"chr1",58041436,58041493,58,"*",1
"chr1",58043542,58043638,97,"*",1
"chr1",58047135,58047243,109,"*",1
"chr1",58049363,58049489,127,"*",1
"chr1",58053664,58053725,62,"*",0
"chr1",58054648,58054737,90,"*",2
"chr1",58056214,58056294,81,"*",1
"chr1",58057414,58057558,145,"*",0
"chr1",58058132,58062316,4185,"*",47
"chr1",58063372,58063534,163,"*",3
"chr1",58065274,58065366,93,"*",0
"chr1",58068270,58068439,170,"*",5
"chr1",58068732,58068846,115,"*",3
"chr1",58070041,58070879,839,"*",8
"chr1",58073178,58073274,97,"*",2
"chr1",58076064,58076188,125,"*",1
"chr1",58077443,58077576,134,"*",0
"chr1",58078426,58078513,88,"*",0
"chr1",58081503,58081589,87,"*",1
"chr1",58082012,58082203,192,"*",1
"chr1",58085434,58085661,228,"*",2
"chr1",58092494,58092589,96,"*",3
"chr1",58094421,58094549,129,"*",0
"chr1",58095155,58095229,75,"*",0
"chr1",58096960,58097012,53,"*",1
"chr1",58097866,58097980,115,"*",0
"chr1",58102585,58102650,66,"*",2
"chr1",58104319,58104507,189,"*",2
"chr1",58104965,58105132,168,"*",2
"chr1",58106028,58106413,386,"*",8
"chr1",58113130,58113312,183,"*",2
"chr1",58114871,58115009,139,"*",0
"chr1",58118598,58119053,456,"*",5
"chr1",58119481,58119589,109,"*",2
"chr1",58120978,58122105,1128,"*",13
"chr1",58125018,58125079,62,"*",2
"chr1",58127627,58127707,81,"*",1
"chr1",58138216,58139122,907,"*",12
"chr1",58141351,58141495,145,"*",1
"chr1",58142670,58142762,93,"*",1
"chr1",58146424,58146575,152,"*",5
"chr1",58147194,58147287,94,"*",1
"chr1",58150295,58150404,110,"*",1
"chr1",58152554,58152738,185,"*",2
"chr1",58153021,58153183,163,"*",2
"chr1",58153480,58153572,93,"*",2
"chr1",58154981,58155088,108,"*",3
"chr1",58158201,58158370,170,"*",1
"chr1",58158905,58159019,115,"*",0
"chr1",58159637,58159759,123,"*",0
"chr1",58163349,58163445,97,"*",1
"chr1",58165837,58165961,125,"*",2
"chr1",58167603,58167736,134,"*",1
"chr1",58169624,58169865,242,"*",4
"chr1",58170657,58170743,87,"*",0
"chr1",58171742,58171933,192,"*",1
"chr1",58172121,58172348,228,"*",0
"chr1",58176474,58176569,96,"*",1
"chr1",58177519,58177647,129,"*",0
"chr1",58179317,58179391,75,"*",0
"chr1",58180606,58180658,53,"*",0
"chr1",58183466,58183580,115,"*",0
"chr1",58186277,58186342,66,"*",1
"chr1",58188335,58188523,189,"*",1
"chr1",58194626,58194793,168,"*",0
"chr1",58200170,58200698,529,"*",10
"chr1",58210397,58210628,232,"*",3
"chr1",58213022,58213079,58,"*",0
"chr1",58214604,58215410,807,"*",11
"chr1",58217433,58217529,97,"*",0
"chr1",58219987,58220095,109,"*",1
"chr1",58221828,58221954,127,"*",0
"chr1",58224166,58224227,62,"*",1
"chr1",58228072,58228155,84,"*",0
"chr1",58228854,58228934,81,"*",0
"chr1",58231105,58231249,145,"*",1
"chr1",58231481,58231573,93,"*",0
"chr1",58233838,58233989,152,"*",1
"chr1",58235119,58235212,94,"*",1
"chr1",58236667,58236779,113,"*",1
"chr1",58239117,58239301,185,"*",1
"chr1",58240606,58240843,238,"*",3
"chr1",58245060,58245161,102,"*",0
"chr1",58245801,58245970,170,"*",2
"chr1",58246239,58246353,115,"*",3
"chr1",58247206,58247328,123,"*",0
"chr1",58248848,58248944,97,"*",0
"chr1",58250135,58250259,125,"*",1
"chr1",58252065,58252198,134,"*",0
"chr1",58253526,58253613,88,"*",0
"chr1",58253909,58253995,87,"*",0
"chr1",58254117,58256945,2829,"*",58
"chr1",58257215,58257310,96,"*",0
"chr1",58259042,58259170,129,"*",0
"chr1",58259918,58260382,465,"*",10
"chr1",58262468,58262639,172,"*",4
"chr1",58263343,58263395,53,"*",1
"chr1",58263834,58263948,115,"*",1
"chr1",58264342,58264407,66,"*",1
"chr1",58264959,58265144,186,"*",3
"chr1",58266628,58266795,168,"*",3
"chr1",58267760,58268597,838,"*",9
"chr1",58276124,58276212,89,"*",2
"chr1",58278326,58278475,150,"*",2
"chr1",58281177,58281234,58,"*",1
"chr1",58282666,58282762,97,"*",2
"chr1",58283487,58283595,109,"*",4
"chr1",58285571,58285697,127,"*",0
"chr1",58287692,58287753,62,"*",1
"chr1",58289409,58289502,94,"*",2
"chr1",58289908,58289991,84,"*",0
"chr1",58292198,58292278,81,"*",1
"chr1",58294301,58294445,145,"*",2
"chr1",58295863,58295955,93,"*",0
"chr1",58298830,58298968,139,"*",5
"chr1",58299763,58299914,152,"*",0
"chr1",58300615,58300708,94,"*",0
"chr1",58303527,58303636,110,"*",0
"chr1",58304429,58304613,185,"*",1
"chr1",58305204,58305390,187,"*",3
"chr1",58307350,58307442,93,"*",0
"chr1",58308859,58309028,170,"*",2
"chr1",58309981,58310095,115,"*",0
"chr1",58312275,58312397,123,"*",0
"chr1",58315234,58315656,423,"*",4
"chr1",58322779,58322875,97,"*",2
"chr1",58330770,58330894,125,"*",0
"chr1",58332543,58332676,134,"*",0
"chr1",58334680,58334767,88,"*",0
"chr1",58336600,58336686,87,"*",0
"chr1",58337335,58337526,192,"*",0
"chr1",58339459,58339686,228,"*",1
"chr1",58343656,58343751,96,"*",1
"chr1",58346225,58346353,129,"*",1
"chr1",58349053,58349127,75,"*",0
"chr1",58350237,58350289,53,"*",0
"chr1",58351155,58351269,115,"*",0
"chr1",58354162,58354227,66,"*",1
"chr1",58354310,58354498,189,"*",1
"chr1",58358918,58359085,168,"*",0
"chr1",58376262,58376336,75,"*",0
"chr1",58378641,58379264,624,"*",12
"chr1",58393136,58393216,81,"*",0
"chr1",58394202,58394275,74,"*",0
"chr1",58397676,58397852,177,"*",0
"chr1",58399004,58399098,95,"*",0
"chr1",58400079,58400144,66,"*",0
"chr1",58400707,58400842,136,"*",1
"chr1",58401114,58401223,110,"*",0
"chr1",58401341,58401511,171,"*",0
"chr1",58402887,58403033,147,"*",0
"chr1",58403615,58403753,139,"*",1
"chr1",58404232,58404354,123,"*",0
"chr1",58405035,58406548,1514,"*",8
"chr1",58410189,58412861,2673,"*",39
"chr1",58412947,58413825,879,"*",18
"chr1",58414372,58414501,130,"*",0
"chr1",58414590,58415657,1068,"*",20
"chr1",58416143,58417426,1284,"*",10
"chr1",58419667,58421308,1642,"*",12
"chr1",58421626,58421934,309,"*",2
"chr1",58423920,58424066,147,"*",3
"chr1",58430994,58431330,337,"*",4
"chr1",58433787,58434449,663,"*",11
"chr1",58438176,58438411,236,"*",7
"chr1",58440843,58440936,94,"*",0
"chr1",58442525,58442599,75,"*",1
"chr1",58444589,58444639,51,"*",0
"chr1",58444811,58445634,824,"*",7
"chr1",58445729,58445785,57,"*",1
"chr1",58447445,58447546,102,"*",3
"chr1",58447631,58448089,459,"*",6
"chr1",58449167,58449426,260,"*",5
"chr1",58450387,58450549,163,"*",1
"chr1",58452089,58452215,127,"*",0
"chr1",58455597,58455735,139,"*",0
"chr1",58457780,58457863,84,"*",1
"chr1",58461141,58462276,1136,"*",18
"chr1",58462771,58464290,1520,"*",10
"chr1",58465995,58466113,119,"*",0
"chr1",58466515,58466621,107,"*",1
"chr1",58467651,58467712,62,"*",0
"chr1",58469668,58469839,172,"*",1
"chr1",58470940,58471086,147,"*",1
"chr1",58472305,58472401,97,"*",0
"chr1",58474809,58474941,133,"*",0
"chr1",58476434,58476543,110,"*",0
"chr1",58480251,58480349,99,"*",0
"chr1",58480960,58481816,857,"*",13
"chr1",58483643,58483703,61,"*",0
"chr1",58492857,58492888,32,"*",0
"chr1",58493661,58493750,90,"*",1
"chr1",58497376,58497465,90,"*",0
"chr1",58500241,58500384,144,"*",0
"chr1",58501323,58501426,104,"*",0
"chr1",58501842,58501890,49,"*",0
"chr1",58504772,58505109,338,"*",4
"chr1",58505148,58505231,84,"*",0
"chr1",58510571,58512616,2046,"*",33
"chr1",58515712,58517530,1819,"*",38
"chr1",58517625,58517765,141,"*",2
"chr1",58520435,58520748,314,"*",2
"chr1",58522806,58530259,7454,"*",57
"chr1",58534485,58534652,168,"*",0
"chr1",58535390,58535549,160,"*",1
"chr1",58539559,58539646,88,"*",1
"chr1",58540134,58540250,117,"*",0
"chr1",58544667,58544762,96,"*",1
"chr1",58546107,58546222,116,"*",0
"chr1",58548639,58548719,81,"*",1
"chr1",58552150,58552329,180,"*",1
"chr1",58557272,58557373,102,"*",0
"chr1",58557977,58558057,81,"*",0
"chr1",58562640,58562787,148,"*",4
"chr1",58565604,58565954,351,"*",2
"chr1",58586103,58586191,89,"*",2
"chr1",58586212,58586323,112,"*",0
"chr1",58586384,58586670,287,"*",3
"chr1",58591090,58591249,160,"*",3
"chr1",58595649,58595964,316,"*",2
"chr1",58646608,58648317,1710,"*",11
"chr1",58658117,58658430,314,"*",3
"chr1",58658996,58659105,110,"*",0
"chr1",58659223,58659312,90,"*",1
"chr1",58661400,58661462,63,"*",0
"chr1",58666827,58666930,104,"*",1
"chr1",58667729,58667828,100,"*",0
"chr1",58669428,58669480,53,"*",0
"chr1",58670370,58670467,98,"*",0
"chr1",58676529,58676590,62,"*",0
"chr1",58678286,58678379,94,"*",1
"chr1",58679864,58679997,134,"*",0
"chr1",58690913,58690958,46,"*",1
"chr1",58691705,58691782,78,"*",0
"chr1",58692301,58692445,145,"*",0
"chr1",58695902,58695989,88,"*",0
"chr1",58711508,58711592,85,"*",2
"chr1",58713294,58713889,596,"*",9
"chr1",58714117,58714303,187,"*",1
"chr1",58717260,58717554,295,"*",1
"chr1",58722329,58723070,742,"*",14
"chr1",58726306,58726732,427,"*",2
"chr1",58729056,58729161,106,"*",0
"chr1",58730552,58730662,111,"*",0
"chr1",58731152,58731287,136,"*",0
"chr1",58732253,58733227,975,"*",5
"chr1",58735636,58735712,77,"*",1
"chr1",58740263,58740312,50,"*",2
"chr1",58740965,58741046,82,"*",1
"chr1",58752339,58752846,508,"*",5
"chr1",58753784,58758884,5101,"*",77
"chr1",58795374,58795738,365,"*",13
"chr1",58802502,58802693,192,"*",0
"chr1",58823915,58824247,333,"*",4
"chr1",58827207,58827312,106,"*",1
"chr1",58828873,58829011,139,"*",2
"chr1",58829096,58829149,54,"*",2
"chr1",58831606,58831667,62,"*",2
"chr1",58833633,58833774,142,"*",2
"chr1",58844344,58844845,502,"*",4
"chr1",58846622,58847503,882,"*",7
"chr1",58900449,58904182,3734,"*",50
"chr1",58906706,58907212,507,"*",4
"chr1",58908523,58908789,267,"*",2
"chr1",58909950,58910248,299,"*",2
"chr1",58911636,58911836,201,"*",2
"chr1",58912186,58912262,77,"*",1
"chr1",58915686,58915823,138,"*",4
"chr1",58918772,58918846,75,"*",1
"chr1",58919221,58919351,131,"*",1
"chr1",58919896,58920048,153,"*",5
"chr1",58921074,58921152,79,"*",1
"chr1",58921680,58921889,210,"*",1
"chr1",58923522,58923638,117,"*",0
"chr1",58926651,58926727,77,"*",0
"chr1",58935746,58935940,195,"*",0
"chr1",58945902,58946535,634,"*",7
"chr1",58973237,58973430,194,"*",2
"chr1",58973522,58973850,329,"*",3
"chr1",58976959,58977065,107,"*",0
"chr1",58979934,58981475,1542,"*",20
"chr1",58985289,58987847,2559,"*",41
"chr1",58988506,58988627,122,"*",0
"chr1",58989690,58989798,109,"*",0
"chr1",58991013,58991512,500,"*",6
"chr1",58992204,58992375,172,"*",0
"chr1",58992651,58992755,105,"*",0
"chr1",58992893,58993137,245,"*",1
"chr1",58993561,58993603,43,"*",0
"chr1",58994293,58995715,1423,"*",14
"chr1",58997123,58997601,479,"*",3
"chr1",59003141,59003443,303,"*",2
"chr1",59050506,59051285,780,"*",5
"chr1",59052496,59052533,38,"*",0
"chr1",59058656,59058719,64,"*",1
"chr1",59060572,59060677,106,"*",0
"chr1",59062396,59062530,135,"*",4
"chr1",59066150,59066229,80,"*",0
"chr1",59067777,59067845,69,"*",1
"chr1",59068683,59068727,45,"*",0
"chr1",59069717,59069842,126,"*",2
"chr1",59070988,59071118,131,"*",1
"chr1",59074997,59075142,146,"*",0
"chr1",59076671,59076722,52,"*",0
"chr1",59077883,59077969,87,"*",0
"chr1",59084451,59084523,73,"*",2
"chr1",59094498,59094900,403,"*",1
"chr1",59100594,59101198,605,"*",10
"chr1",59105546,59105667,122,"*",1
"chr1",59106544,59106634,91,"*",0
"chr1",59107454,59107527,74,"*",1
"chr1",59108038,59108229,192,"*",0
"chr1",59108675,59108798,124,"*",2
"chr1",59109039,59109196,158,"*",0
"chr1",59109988,59110105,118,"*",0
"chr1",59114081,59114218,138,"*",2
"chr1",59115873,59115929,57,"*",1
"chr1",59117331,59117341,11,"*",0
"chr1",59117975,59118006,32,"*",0
"chr1",59119703,59119806,104,"*",1
"chr1",59119833,59122139,2307,"*",41
"chr1",59123443,59123577,135,"*",1
"chr1",59124631,59124739,109,"*",1
"chr1",59125523,59125616,94,"*",1
"chr1",59128932,59129012,81,"*",0
"chr1",59129925,59130095,171,"*",1
"chr1",59131922,59131963,42,"*",2
"chr1",59133815,59133829,15,"*",1
"chr1",59134215,59134236,22,"*",1
"chr1",59134262,59134275,14,"*",0
"chr1",59136839,59136859,21,"*",0
"chr1",59139762,59139800,39,"*",1
"chr1",59140944,59140961,18,"*",0
"chr1",59143695,59143712,18,"*",1
"chr1",59143756,59143820,65,"*",1
"chr1",59144654,59144850,197,"*",0
"chr1",59146342,59146413,72,"*",3
"chr1",59146747,59146832,86,"*",0
"chr1",59149014,59149095,82,"*",0
"chr1",59149521,59149652,132,"*",0
"chr1",59150471,59150551,81,"*",1
"chr1",59151659,59151736,78,"*",1
"chr1",59157374,59157495,122,"*",1
"chr1",59158586,59158675,90,"*",1
"chr1",59161472,59161636,165,"*",3
"chr1",59162708,59164215,1508,"*",19
"chr1",59167183,59167279,97,"*",0
"chr1",59167463,59167612,150,"*",1
"chr1",59168151,59168212,62,"*",0
"chr1",59168389,59168434,46,"*",0
"chr1",59169837,59170013,177,"*",0
"chr1",59170437,59170559,123,"*",3
"chr1",59173156,59173313,158,"*",1
"chr1",59174924,59175041,118,"*",2
"chr1",59178532,59178699,168,"*",2
"chr1",59179060,59179193,134,"*",1
"chr1",59180106,59180183,78,"*",0
"chr1",59180549,59180660,112,"*",1
"chr1",59183164,59183328,165,"*",1
"chr1",59183781,59183879,99,"*",0
"chr1",59185213,59185278,66,"*",0
"chr1",59185397,59185599,203,"*",1
"chr1",59186012,59186078,67,"*",0
"chr1",59186456,59186526,71,"*",0
"chr1",59187321,59187449,129,"*",1
"chr1",59187735,59187866,132,"*",0
"chr1",59191609,59192051,443,"*",6
"chr1",59194033,59194098,66,"*",0
"chr1",59196191,59196371,181,"*",0
"chr1",59199020,59199191,172,"*",1
"chr1",59202915,59203097,183,"*",0
"chr1",59206519,59206596,78,"*",1
"chr1",59207760,59207856,97,"*",1
"chr1",59208949,59209117,169,"*",1
"chr1",59211131,59211488,358,"*",2
"chr1",59215102,59216021,920,"*",12
"chr1",59217927,59218081,155,"*",0
"chr1",59220375,59220452,78,"*",2
"chr1",59236848,59237093,246,"*",3
"chr1",59237155,59237231,77,"*",0
"chr1",59256906,59257104,199,"*",0
"chr1",59257128,59257407,280,"*",1
"chr1",59257816,59257956,141,"*",2
"chr1",59258703,59258797,95,"*",0
"chr1",59265604,59265683,80,"*",0
"chr1",59280569,59280663,95,"*",1
"chr1",59281409,59281471,63,"*",0
"chr1",59287762,59287885,124,"*",0
"chr1",59289659,59289779,121,"*",0
"chr1",59298936,59299054,119,"*",4
"chr1",59301195,59301288,94,"*",0
"chr1",59310796,59310859,64,"*",0
"chr1",59326671,59326719,49,"*",0
"chr1",59330859,59330998,140,"*",2
"chr1",59344248,59344366,119,"*",0
"chr1",59352270,59352993,724,"*",5
"chr1",59482147,59486947,4801,"*",30
"chr1",59488480,59491706,3227,"*",53
"chr1",59492246,59492605,360,"*",2
"chr1",59516264,59516518,255,"*",0
"chr1",59526711,59526977,267,"*",2
"chr1",59541314,59541473,160,"*",0
"chr1",59544574,59544729,156,"*",1
"chr1",59549912,59550039,128,"*",2
"chr1",59551134,59551296,163,"*",0
"chr1",59552420,59552562,143,"*",0
"chr1",59556156,59556324,169,"*",0
"chr1",59558086,59558226,141,"*",2
"chr1",59562643,59562810,168,"*",3
"chr1",59566594,59566704,111,"*",0
"chr1",59582396,59582475,80,"*",1
"chr1",59607733,59607805,73,"*",1
"chr1",59625087,59625177,91,"*",1
"chr1",59626580,59626664,85,"*",3
"chr1",59627457,59627607,151,"*",2
"chr1",59628170,59628284,115,"*",2
"chr1",59629995,59630326,332,"*",8
"chr1",59632214,59632416,203,"*",2
"chr1",59633147,59633319,173,"*",3
"chr1",59633994,59634508,515,"*",2
"chr1",59639434,59640268,835,"*",2
"chr1",59642418,59642489,72,"*",0
"chr1",59643996,59644594,599,"*",2
"chr1",59655458,59655532,75,"*",0
"chr1",59670680,59670834,155,"*",0
"chr1",59685006,59685226,221,"*",1
"chr1",59690486,59690562,77,"*",0
"chr1",59691934,59692020,87,"*",1
"chr1",59692337,59692389,53,"*",1
"chr1",59692509,59692592,84,"*",0
"chr1",59695978,59696099,122,"*",0
"chr1",59698323,59698459,137,"*",0
"chr1",59700885,59700949,65,"*",0
"chr1",59702813,59702947,135,"*",0
"chr1",59704063,59704208,146,"*",1
"chr1",59704258,59704338,81,"*",0
"chr1",59704624,59704750,127,"*",0
"chr1",59704790,59704873,84,"*",0
"chr1",59705593,59705756,164,"*",0
"chr1",59706633,59706767,135,"*",1
"chr1",59707003,59707064,62,"*",0
"chr1",59709003,59709136,134,"*",0
"chr1",59710495,59710652,158,"*",0
"chr1",59711271,59711510,240,"*",1
"chr1",59764279,59764728,450,"*",2
"chr1",59813588,59813758,171,"*",2
"chr1",59815241,59815411,171,"*",0
"chr1",59841431,59841541,111,"*",1
"chr1",59842743,59842834,92,"*",1
"chr1",59845478,59845708,231,"*",1
"chr1",59847058,59847172,115,"*",1
"chr1",59851178,59851338,161,"*",1
"chr1",59852294,59852441,148,"*",0
"chr1",59859173,59859309,137,"*",0
"chr1",59863781,59863953,173,"*",1
"chr1",59867336,59868615,1280,"*",4
"chr1",59870235,59870549,315,"*",2
"chr1",59913006,59913752,747,"*",3
"chr1",59949053,59949204,152,"*",1
"chr1",59952935,59953024,90,"*",0
"chr1",59958322,59958435,114,"*",0
"chr1",59968954,59969097,144,"*",2
"chr1",59970486,59970711,226,"*",2
"chr1",59974883,59975003,121,"*",1
"chr1",59979278,59979435,158,"*",2
"chr1",59981409,59985346,3938,"*",31
"chr1",59989070,59991239,2170,"*",38
"chr1",59997451,59997711,261,"*",1
"chr1",60003656,60003705,50,"*",0
"chr1",60006234,60006319,86,"*",0
"chr1",60007808,60007906,99,"*",2
"chr1",60010109,60010234,126,"*",2
"chr1",60013820,60014018,199,"*",0
"chr1",60015712,60015835,124,"*",0
"chr1",60022578,60022650,73,"*",0
"chr1",60028068,60028236,169,"*",0
"chr1",60042797,60043087,291,"*",4
"chr1",60076868,60078241,1374,"*",14
"chr1",60080519,60080591,73,"*",0
"chr1",60082037,60082169,133,"*",1
"chr1",60082291,60082396,106,"*",1
"chr1",60082509,60082649,141,"*",0
"chr1",60083085,60083840,756,"*",17
"chr1",60085711,60085939,229,"*",4
"chr1",60087046,60087200,155,"*",0
"chr1",60088041,60088156,116,"*",0
"chr1",60089252,60089358,107,"*",0
"chr1",60091020,60091114,95,"*",0
"chr1",60093998,60094526,529,"*",6
"chr1",60097507,60097908,402,"*",4
"chr1",60097990,60098645,656,"*",8
"chr1",60102627,60102784,158,"*",2
"chr1",60105311,60105878,568,"*",4
"chr1",60108081,60108200,120,"*",1
"chr1",60109222,60109449,228,"*",2
"chr1",60117255,60117685,431,"*",1
"chr1",60124851,60124911,61,"*",0
"chr1",60125079,60125145,67,"*",1
"chr1",60125920,60126034,115,"*",1
"chr1",60127989,60128073,85,"*",0
"chr1",60131844,60132033,190,"*",1
"chr1",60136264,60136384,121,"*",0
"chr1",60139200,60139343,144,"*",1
"chr1",60141335,60141568,234,"*",2
"chr1",60143994,60144156,163,"*",1
"chr1",60146109,60146172,64,"*",0
"chr1",60147368,60147480,113,"*",1
"chr1",60147833,60148202,370,"*",5
"chr1",60150581,60151032,452,"*",5
"chr1",60180599,60180685,87,"*",2
"chr1",60181463,60181754,292,"*",4
"chr1",60194504,60194595,92,"*",0
"chr1",60195015,60195176,162,"*",0
"chr1",60200105,60200186,82,"*",0
"chr1",60200864,60200991,128,"*",0
"chr1",60206334,60206416,83,"*",0
"chr1",60217196,60217281,86,"*",0
"chr1",60222067,60222373,307,"*",0
"chr1",60224625,60224731,107,"*",0
"chr1",60228622,60228708,87,"*",0
"chr1",60230602,60230685,84,"*",2
"chr1",60234797,60234895,99,"*",0
"chr1",60234981,60235561,581,"*",6
"chr1",60236371,60236503,133,"*",1
"chr1",60237097,60237216,120,"*",0
"chr1",60238572,60238875,304,"*",0
"chr1",60242539,60242624,86,"*",0
"chr1",60244794,60244883,90,"*",0
"chr1",60247616,60247784,169,"*",1
"chr1",60248363,60248496,134,"*",0
"chr1",60251035,60251194,160,"*",1
"chr1",60251304,60251406,103,"*",1
"chr1",60253352,60253508,157,"*",0
"chr1",60254894,60255052,159,"*",0
"chr1",60257430,60257589,160,"*",2
"chr1",60258650,60258738,89,"*",0
"chr1",60260233,60260793,561,"*",3
"chr1",60261410,60261585,176,"*",0
"chr1",60264279,60264432,154,"*",1
"chr1",60264882,60265010,129,"*",1
"chr1",60267759,60268064,306,"*",1
"chr1",60268383,60268532,150,"*",3
"chr1",60270272,60270429,158,"*",0
"chr1",60272133,60272257,125,"*",1
"chr1",60277125,60277251,127,"*",0
"chr1",60277913,60278061,149,"*",4
"chr1",60278667,60278800,134,"*",0
"chr1",60279699,60279800,102,"*",0
"chr1",60280031,60280138,108,"*",0
"chr1",60280862,60281019,158,"*",5
"chr1",60281247,60281342,96,"*",0
"chr1",60281825,60281949,125,"*",0
"chr1",60283983,60284123,141,"*",0
"chr1",60287311,60287441,131,"*",0
"chr1",60289915,60290024,110,"*",0
"chr1",60291834,60291951,118,"*",1
"chr1",60292867,60292964,98,"*",1
"chr1",60295879,60295995,117,"*",0
"chr1",60305275,60305364,90,"*",1
"chr1",60310204,60310313,110,"*",1
